-6.1516e-48,0.055856,0.052472
-5.8304e-48,0.055337,0.052813
-5.4697e-48,0.054822,0.053149
-5.0692e-48,0.054313,0.053479
-4.6285e-48,0.053809,0.053802
-4.1473e-48,0.053312,0.054119
-3.6257e-48,0.052822,0.054427
-3.0637e-48,0.05234,0.054727
-2.4617e-48,0.051867,0.055018
-1.82e-48,0.051404,0.055299
-1.1394e-48,0.05095,0.05557
-4.2073e-49,0.050508,0.05583
3.3507e-49,0.050077,0.056079
1.1267e-48,0.049658,0.056316
1.9528e-48,0.049251,0.056541
2.8117e-48,0.048857,0.056754
3.7015e-48,0.048476,0.056954
4.6201e-48,0.04811,0.05714
5.5653e-48,0.047757,0.057313
6.5345e-48,0.047418,0.057472
7.5251e-48,0.047094,0.057617
8.5339e-48,0.046785,0.057748
9.558e-48,0.046491,0.057865
1.0594e-47,0.046212,0.057967
1.1638e-47,0.045949,0.058055
1.2686e-47,0.0457,0.058128
1.3735e-47,0.045467,0.058188
1.478e-47,0.045248,0.058232
1.5816e-47,0.045045,0.058263
1.6839e-47,0.044857,0.05828
1.7845e-47,0.044683,0.058283
1.8828e-47,0.044524,0.058272
1.9784e-47,0.044379,0.058249
2.0706e-47,0.044248,0.058212
2.1591e-47,0.044131,0.058163
2.2431e-47,0.044028,0.058101
2.3222e-47,0.043937,0.058028
2.3958e-47,0.043859,0.057944
2.4634e-47,0.043793,0.057849
2.5243e-47,0.043738,0.057744
2.578e-47,0.043695,0.057629
2.624e-47,0.043663,0.057504
2.6615e-47,0.043641,0.057372
2.6902e-47,0.043629,0.057231
2.7094e-47,0.043626,0.057083
2.7186e-47,0.043632,0.056928
2.7173e-47,0.043646,0.056766
2.7048e-47,0.043668,0.0566
2.6809e-47,0.043696,0.056428
2.6449e-47,0.043731,0.056252
2.5965e-47,0.043772,0.056073
2.5352e-47,0.043819,0.055891
2.4606e-47,0.04387,0.055706
2.3724e-47,0.043925,0.05552
2.2702e-47,0.043984,0.055333
2.1538e-47,0.044047,0.055145
2.023e-47,0.044112,0.054958
1.8776e-47,0.044179,0.054771
1.7174e-47,0.044247,0.054586
1.5424e-47,0.044317,0.054403
1.3526e-47,0.044387,0.054223
1.1479e-47,0.044458,0.054045
9.2849e-48,0.044528,0.053871
6.9453e-48,0.044597,0.053702
4.4624e-48,0.044665,0.053536
1.8392e-48,0.044732,0.053376
-9.2058e-49,0.044797,0.053221
-3.8126e-48,0.044859,0.053072
-6.8315e-48,0.044919,0.05293
-9.9715e-48,0.044976,0.052793
-1.3226e-47,0.04503,0.052664
-1.6587e-47,0.045081,0.052542
-2.0046e-47,0.045127,0.052427
-2.3595e-47,0.045171,0.052319
-2.7223e-47,0.04521,0.05222
-3.092e-47,0.045245,0.052128
-3.4674e-47,0.045275,0.052045
-3.8472e-47,0.045302,0.051969
-4.2302e-47,0.045324,0.051902
-4.6149e-47,0.045342,0.051843
-4.9999e-47,0.045355,0.051792
-5.3837e-47,0.045364,0.05175
-5.7645e-47,0.045368,0.051716
-6.1409e-47,0.045368,0.05169
-6.5109e-47,0.045364,0.051672
-6.8728e-47,0.045356,0.051662
-7.2247e-47,0.045345,0.05166
-7.5648e-47,0.045329,0.051665
-7.891e-47,0.04531,0.051678
-8.2014e-47,0.045287,0.051699
-8.4939e-47,0.045261,0.051726
-8.7664e-47,0.045232,0.05176
-9.0169e-47,0.045201,0.051801
-9.2433e-47,0.045167,0.051847
-9.4435e-47,0.045132,0.0519
-9.6153e-47,0.045094,0.051959
-9.7567e-47,0.045055,0.052023
-9.8656e-47,0.045015,0.052091
-9.94e-47,0.044974,0.052165
-9.9778e-47,0.044933,0.052243
-9.9772e-47,0.044891,0.052325
-9.9362e-47,0.04485,0.05241
-9.853e-47,0.044809,0.052499
-9.7259e-47,0.044769,0.052591
-9.5531e-47,0.04473,0.052686
-9.3333e-47,0.044692,0.052782
-9.0648e-47,0.044656,0.052881
-8.7465e-47,0.044623,0.052981
-8.3772e-47,0.044591,0.053083
-7.9557e-47,0.044563,0.053185
-7.4814e-47,0.044537,0.053288
-6.9535e-47,0.044514,0.053391
-6.3714e-47,0.044495,0.053494
-5.7349e-47,0.044479,0.053596
-5.0439e-47,0.044467,0.053698
-4.2985e-47,0.044459,0.053799
-3.4989e-47,0.044455,0.053899
-2.6459e-47,0.044455,0.053997
-1.7401e-47,0.044459,0.054093
-7.8277e-48,0.044468,0.054188
2.2493e-48,0.044481,0.05428
1.2813e-47,0.044499,0.05437
2.3846e-47,0.044521,0.054457
3.5325e-47,0.044548,0.054541
4.7227e-47,0.044579,0.054622
5.9523e-47,0.044615,0.054701
7.2185e-47,0.044654,0.054776
8.5178e-47,0.044698,0.054847
9.8466e-47,0.044746,0.054915
1.1201e-46,0.044798,0.054979
1.2577e-46,0.044854,0.055039
1.397e-46,0.044913,0.055096
1.5375e-46,0.044976,0.055149
1.6786e-46,0.045042,0.055197
1.82e-46,0.045111,0.055242
1.9609e-46,0.045182,0.055282
2.1009e-46,0.045256,0.055318
2.2393e-46,0.045333,0.05535
2.3754e-46,0.045411,0.055378
2.5086e-46,0.04549,0.055401
2.6382e-46,0.045571,0.05542
2.7636e-46,0.045653,0.055436
2.8839e-46,0.045736,0.055446
2.9985e-46,0.045819,0.055453
3.1066e-46,0.045903,0.055456
3.2075e-46,0.045986,0.055454
3.3004e-46,0.046068,0.055449
3.3845e-46,0.04615,0.055439
3.4591e-46,0.04623,0.055426
3.5233e-46,0.046309,0.055408
3.5765e-46,0.046386,0.055387
3.6178e-46,0.046461,0.055363
3.6465e-46,0.046533,0.055335
3.6619e-46,0.046603,0.055303
3.6633e-46,0.04667,0.055268
3.6499e-46,0.046733,0.05523
3.621e-46,0.046793,0.055189
3.5762e-46,0.046849,0.055145
3.5146e-46,0.046901,0.055099
3.4358e-46,0.046949,0.055049
3.3392e-46,0.046992,0.054998
3.2244e-46,0.04703,0.054944
3.0909e-46,0.047063,0.054888
2.9383e-46,0.047091,0.05483
2.7663e-46,0.047114,0.05477
2.5747e-46,0.047132,0.054709
2.3632e-46,0.047143,0.054646
2.1317e-46,0.047149,0.054582
1.8802e-46,0.04715,0.054517
1.6088e-46,0.047144,0.054452
1.3174e-46,0.047132,0.054385
1.0064e-46,0.047115,0.054319
6.7602e-47,0.047091,0.054252
3.2663e-47,0.047061,0.054185
-4.1298e-48,0.047025,0.054118
-4.2717e-47,0.046983,0.054052
-8.3032e-47,0.046934,0.053986
-1.25e-46,0.04688,0.053921
-1.6852e-46,0.04682,0.053857
-2.1351e-46,0.046754,0.053795
-2.5985e-46,0.046683,0.053733
-3.0742e-46,0.046606,0.053673
-3.5608e-46,0.046523,0.053615
-4.0571e-46,0.046435,0.053559
-4.5614e-46,0.046342,0.053505
-5.0721e-46,0.046245,0.053453
-5.5874e-46,0.046142,0.053403
-6.1054e-46,0.046035,0.053356
-6.6244e-46,0.045924,0.053311
-7.142e-46,0.045809,0.05327
-7.6563e-46,0.04569,0.053231
-8.165e-46,0.045568,0.053196
-8.6656e-46,0.045443,0.053163
-9.1559e-46,0.045315,0.053134
-9.6333e-46,0.045185,0.053109
-1.0095e-45,0.045052,0.053086
-1.0539e-45,0.044917,0.053068
-1.0962e-45,0.044781,0.053053
-1.1362e-45,0.044644,0.053042
-1.1735e-45,0.044506,0.053034
-1.208e-45,0.044367,0.05303
-1.2392e-45,0.044229,0.05303
-1.267e-45,0.04409,0.053034
-1.291e-45,0.043952,0.053042
-1.311e-45,0.043815,0.053053
-1.3266e-45,0.043679,0.053069
-1.3377e-45,0.043544,0.053088
-1.3439e-45,0.043412,0.05311
-1.3449e-45,0.043281,0.053136
-1.3406e-45,0.043153,0.053166
-1.3307e-45,0.043028,0.0532
-1.3149e-45,0.042906,0.053236
-1.2929e-45,0.042787,0.053276
-1.2647e-45,0.042672,0.053319
-1.23e-45,0.042561,0.053365
-1.1886e-45,0.042454,0.053414
-1.1403e-45,0.042351,0.053466
-1.0851e-45,0.042253,0.05352
-1.0227e-45,0.04216,0.053576
-9.5317e-46,0.042071,0.053635
-8.7633e-46,0.041988,0.053696
-7.9216e-46,0.041911,0.053759
-7.0065e-46,0.041838,0.053823
-6.018e-46,0.041772,0.053889
-4.9564e-46,0.041711,0.053956
-3.8226e-46,0.041656,0.054024
-2.6175e-46,0.041607,0.054094
-1.3424e-46,0.041564,0.054163
8.8517e-50,0.041527,0.054233
1.4103e-46,0.041496,0.054304
2.8834e-46,0.041471,0.054374
4.4174e-46,0.041452,0.054445
6.0091e-46,0.041439,0.054515
7.6548e-46,0.041432,0.054584
9.3506e-46,0.041431,0.054653
1.1092e-45,0.041436,0.054721
1.2875e-45,0.041447,0.054788
1.4693e-45,0.041464,0.054853
1.6541e-45,0.041486,0.054917
