3.8293e-31,0.041715,0.057482
4.6524e-31,0.042041,0.057424
5.4972e-31,0.042367,0.057366
6.3613e-31,0.042691,0.057309
7.2423e-31,0.043013,0.057252
8.1374e-31,0.043333,0.057196
9.0436e-31,0.04365,0.05714
9.9579e-31,0.043964,0.057084
1.0877e-30,0.044275,0.057029
1.1797e-30,0.044582,0.056975
1.2715e-30,0.044885,0.056921
1.3627e-30,0.045184,0.056867
1.4529e-30,0.045478,0.056814
1.5416e-30,0.045767,0.056762
1.6284e-30,0.04605,0.05671
1.713e-30,0.046328,0.056658
1.7947e-30,0.0466,0.056607
1.8733e-30,0.046865,0.056556
1.9481e-30,0.047124,0.056506
2.0188e-30,0.047377,0.056456
2.0848e-30,0.047623,0.056406
2.1455e-30,0.047862,0.056356
2.2006e-30,0.048093,0.056307
2.2495e-30,0.048317,0.056258
2.2918e-30,0.048534,0.05621
2.3268e-30,0.048743,0.056162
2.3542e-30,0.048945,0.056113
2.3733e-30,0.049139,0.056065
2.3839e-30,0.049324,0.056018
2.3853e-30,0.049502,0.05597
2.3771e-30,0.049672,0.055923
2.3589e-30,0.049834,0.055876
2.3303e-30,0.049988,0.055828
2.2909e-30,0.050134,0.055782
2.2402e-30,0.050272,0.055735
2.178e-30,0.050402,0.055688
2.1039e-30,0.050524,0.055642
2.0177e-30,0.050638,0.055596
1.9191e-30,0.050745,0.05555
1.8078e-30,0.050843,0.055504
1.6838e-30,0.050934,0.055459
1.5468e-30,0.051018,0.055414
1.3968e-30,0.051094,0.055369
1.2338e-30,0.051163,0.055325
1.0578e-30,0.051224,0.055281
8.6888e-31,0.051279,0.055238
6.6711e-31,0.051327,0.055196
4.5271e-31,0.051368,0.055154
2.2592e-31,0.051402,0.055113
-1.2953e-32,0.05143,0.055073
-2.6353e-31,0.051452,0.055033
-5.2539e-31,0.051468,0.054995
-7.9801e-31,0.051478,0.054958
-1.0808e-30,0.051482,0.054921
-1.3732e-30,0.051481,0.054886
-1.6744e-30,0.051475,0.054853
-1.9837e-30,0.051463,0.05482
-2.3002e-30,0.051447,0.054789
-2.623e-30,0.051426,0.05476
-2.951e-30,0.051401,0.054732
-3.2833e-30,0.051372,0.054706
-3.6187e-30,0.051338,0.054682
-3.9559e-30,0.051301,0.054659
-4.2938e-30,0.05126,0.054638
-4.6309e-30,0.051216,0.05462
-4.9659e-30,0.051169,0.054603
-5.2974e-30,0.051119,0.054588
-5.6237e-30,0.051066,0.054576
-5.9433e-30,0.051011,0.054566
-6.2547e-30,0.050953,0.054558
-6.5561e-30,0.050894,0.054552
-6.8458e-30,0.050832,0.054549
-7.1221e-30,0.050769,0.054548
-7.3832e-30,0.050704,0.054549
-7.6273e-30,0.050638,0.054553
-7.8526e-30,0.050571,0.05456
-8.0573e-30,0.050502,0.054568
-8.2394e-30,0.050433,0.05458
-8.3972e-30,0.050363,0.054593
-8.5288e-30,0.050293,0.05461
-8.6324e-30,0.050222,0.054628
-8.7061e-30,0.050151,0.054649
-8.7483e-30,0.05008,0.054672
-8.7572e-30,0.050009,0.054698
-8.7312e-30,0.049938,0.054726
-8.6685e-30,0.049867,0.054756
-8.5677e-30,0.049797,0.054788
-8.4273e-30,0.049727,0.054822
-8.2459e-30,0.049658,0.054858
-8.0223e-30,0.049589,0.054896
-7.7551e-30,0.049521,0.054936
-7.4435e-30,0.049453,0.054978
-7.0864e-30,0.049387,0.055021
-6.6831e-30,0.049322,0.055065
-6.2329e-30,0.049257,0.055111
-5.7353e-30,0.049194,0.055158
-5.1901e-30,0.049131,0.055205
-4.597e-30,0.04907,0.055254
-3.9561e-30,0.04901,0.055304
-3.2676e-30,0.048951,0.055354
-2.532e-30,0.048894,0.055404
-1.75e-30,0.048838,0.055455
-9.2241e-31,0.048783,0.055506
-5.0312e-32,0.048729,0.055556
8.6493e-31,0.048677,0.055607
1.8217e-30,0.048626,0.055657
2.8183e-30,0.048577,0.055707
3.8525e-30,0.048529,0.055757
4.9221e-30,0.048482,0.055805
6.0244e-30,0.048437,0.055853
7.1567e-30,0.048393,0.055899
8.3158e-30,0.048351,0.055945
9.4983e-30,0.04831,0.055989
1.0701e-29,0.048271,0.056031
1.1919e-29,0.048233,0.056072
1.3149e-29,0.048197,0.056112
1.4386e-29,0.048162,0.05615
1.5627e-29,0.048128,0.056186
1.6865e-29,0.048096,0.05622
1.8096e-29,0.048066,0.056252
1.9314e-29,0.048036,0.056282
